case ID,activity,timestamp
153,Create Purchase Order Item,1701-12-30
153,Receive Goods,1702-12-30
153,Receive Order Confirmation,1703-12-30
153,Scan Invoice,1704-12-30
153,Send Purchase Order,1705-12-30
154,Book Invoice,1700-12-30
154,Create Purchase Order Item,1701-12-30
154,Receive Goods,1702-12-30
154,Receive Order Confirmation,1703-12-30
154,Scan Invoice,1704-12-30
154,Send Purchase Order,1705-12-30
155,Book Invoice,1700-12-30
155,Create Purchase Order Item,1701-12-30
155,Dun Order Confirmation,1702-12-30
155,Receive Goods,1703-12-30
155,Receive Order Confirmation,1704-12-30
155,Scan Invoice,1705-12-30
155,Send Purchase Order,1706-12-30
156,Book Invoice,1700-12-30
156,Create Purchase Order Item,1701-12-30
156,Dun Order Confirmation,1702-12-30
156,Receive Goods,1703-12-30
156,Receive Order Confirmation,1704-12-30
156,Scan Invoice,1705-12-30
156,Send Purchase Order,1706-12-30
157,Book Invoice,1700-12-30
157,Create Purchase Order Item,1701-12-30
157,Receive Goods,1702-12-30
157,Remove Payment Block,1703-12-30
157,Scan Invoice,1704-12-30
157,Send Purchase Order,1705-12-30
157,Set Payment Block,1706-12-30
158,Book Invoice,1700-12-30
158,Create Purchase Order Item,1701-12-30
158,Receive Goods,1702-12-30
158,Scan Invoice,1703-12-30
158,Send Purchase Order,1704-12-30
158,Send Purchase Order Update,1705-12-30
159,Book Invoice,1700-12-30
159,Change Currency,1701-12-30
159,Create Purchase Order Item,1702-12-30
159,Receive Goods,1703-12-30
159,Scan Invoice,1704-12-30
159,Send Purchase Order,1705-12-30
160,Create Purchase Order Item,1700-12-30
160,Delete Purchase Order Item,1701-12-30
160,Send Purchase Order,1702-12-30
161,Block Purchase Order Item,1700-12-30
161,Create Purchase Order Item,1701-12-30
161,Send Purchase Order,1702-12-30
162,Block Purchase Order Item,1700-12-30
162,Book Invoice,1701-12-30
162,Create Purchase Order Item,1702-12-30
162,Receive Goods,1703-12-30
162,Release Purchase Order,1704-12-30
162,Scan Invoice,1705-12-30
162,Send Purchase Order,1706-12-30
163,Create Purchase Order Item,1700-12-30
163,Refuse Purchase Order Item,1701-12-30
164,Book Invoice,1700-12-30
164,Create Purchase Order Item,1701-12-30
164,Receive Goods,1702-12-30
164,Scan Invoice,1703-12-30
164,Send Purchase Order,1704-12-30
165,Book Invoice,1700-12-30
165,Create Purchase Order Item,1701-12-30
165,Receive Goods,1702-12-30
165,Scan Invoice,1703-12-30
165,Send Purchase Order,1704-12-30
166,Book Invoice,1700-12-30
166,Create Purchase Order Item,1701-12-30
166,Receive Goods,1702-12-30
166,Scan Invoice,1703-12-30
166,Send Purchase Order,1704-12-30
167,Book Invoice,1700-12-30
167,Create Purchase Order Item,1701-12-30
167,Receive Goods,1702-12-30
167,Scan Invoice,1703-12-30
167,Send Purchase Order,1704-12-30
168,Book Invoice,1700-12-30
168,Create Purchase Order Item,1701-12-30
168,Receive Goods,1702-12-30
168,Scan Invoice,1703-12-30
168,Send Purchase Order,1704-12-30
169,Book Invoice,1700-12-30
169,Create Purchase Order Item,1701-12-30
169,Receive Goods,1702-12-30
169,Scan Invoice,1703-12-30
169,Send Purchase Order,1704-12-30
170,Book Invoice,1700-12-30
170,Create Purchase Order Item,1701-12-30
170,Receive Goods,1702-12-30
170,Scan Invoice,1703-12-30
170,Send Purchase Order,1704-12-30
171,Book Invoice,1700-12-30
171,Create Purchase Order Item,1701-12-30
171,Receive Goods,1702-12-30
171,Scan Invoice,1703-12-30
171,Send Purchase Order,1704-12-30
172,Book Invoice,1700-12-30
172,Create Purchase Order Item,1701-12-30
172,Receive Goods,1702-12-30
172,Scan Invoice,1703-12-30
172,Send Purchase Order,1704-12-30
173,Book Invoice,1700-12-30
173,Create Purchase Order Item,1701-12-30
173,Receive Goods,1702-12-30
173,Scan Invoice,1703-12-30
173,Send Purchase Order,1704-12-30
174,Book Invoice,1700-12-30
174,Create Purchase Order Item,1701-12-30
174,Receive Goods,1702-12-30
174,Scan Invoice,1703-12-30
174,Send Purchase Order,1704-12-30
175,Book Invoice,1700-12-30
175,Create Purchase Order Item,1701-12-30
175,Receive Goods,1702-12-30
175,Scan Invoice,1703-12-30
175,Send Purchase Order,1704-12-30
176,Book Invoice,1700-12-30
176,Create Purchase Order Item,1701-12-30
176,Receive Goods,1702-12-30
176,Scan Invoice,1703-12-30
176,Send Purchase Order,1704-12-30
177,Book Invoice,1700-12-30
177,Create Purchase Order Item,1701-12-30
177,Receive Goods,1702-12-30
177,Scan Invoice,1703-12-30
177,Send Purchase Order,1704-12-30
178,Book Invoice,1700-12-30
178,Create Purchase Order Item,1701-12-30
178,Receive Goods,1702-12-30
178,Scan Invoice,1703-12-30
178,Send Purchase Order,1704-12-30
179,Book Invoice,1700-12-30
179,Create Purchase Order Item,1701-12-30
179,Receive Goods,1702-12-30
179,Scan Invoice,1703-12-30
179,Send Purchase Order,1704-12-30
180,Book Invoice,1700-12-30
180,Create Purchase Order Item,1701-12-30
180,Receive Goods,1702-12-30
180,Scan Invoice,1703-12-30
180,Send Purchase Order,1704-12-30
181,Book Invoice,1700-12-30
181,Create Purchase Order Item,1701-12-30
181,Receive Goods,1702-12-30
181,Scan Invoice,1703-12-30
181,Send Purchase Order,1704-12-30
182,Book Invoice,1700-12-30
182,Create Purchase Order Item,1701-12-30
182,Receive Goods,1702-12-30
182,Scan Invoice,1703-12-30
182,Send Purchase Order,1704-12-30
183,Book Invoice,1700-12-30
183,Create Purchase Order Item,1701-12-30
183,Receive Goods,1702-12-30
183,Scan Invoice,1703-12-30
183,Send Purchase Order,1704-12-30
184,Book Invoice,1700-12-30
184,Change Price,1701-12-30
184,Create Purchase Order Item,1702-12-30
184,Receive Goods,1703-12-30
184,Scan Invoice,1704-12-30
184,Send Purchase Order,1705-12-30
185,Book Invoice,1700-12-30
185,Change Price,1701-12-30
185,Create Purchase Order Item,1702-12-30
185,Receive Goods,1703-12-30
185,Scan Invoice,1704-12-30
185,Send Purchase Order,1705-12-30
186,Book Invoice,1700-12-30
186,Change Price,1701-12-30
186,Create Purchase Order Item,1702-12-30
186,Receive Goods,1703-12-30
186,Scan Invoice,1704-12-30
186,Send Purchase Order,1705-12-30
187,Book Invoice,1700-12-30
187,Change Price,1701-12-30
187,Create Purchase Order Item,1702-12-30
187,Receive Goods,1703-12-30
187,Scan Invoice,1704-12-30
187,Send Purchase Order,1705-12-30
188,Book Invoice,1700-12-30
188,Create Purchase Order Item,1701-12-30
188,Receive Goods,1702-12-30
188,Scan Invoice,1703-12-30
188,Send Purchase Order,1704-12-30
189,Book Invoice,1700-12-30
189,Create Purchase Order Item,1701-12-30
189,Receive Goods,1702-12-30
189,Scan Invoice,1703-12-30
189,Send Purchase Order,1704-12-30
190,Book Invoice,1700-12-30
190,Create Purchase Order Item,1701-12-30
190,Receive Goods,1702-12-30
190,Scan Invoice,1703-12-30
190,Send Purchase Order,1704-12-30
191,Book Invoice,1700-12-30
191,Create Purchase Order Item,1701-12-30
191,Receive Goods,1702-12-30
191,Scan Invoice,1703-12-30
191,Send Purchase Order,1704-12-30
192,Book Invoice,1700-12-30
192,Create Purchase Order Item,1701-12-30
192,Receive Goods,1702-12-30
192,Scan Invoice,1703-12-30
192,Send Purchase Order,1704-12-30
193,Book Invoice,1700-12-30
193,Create Purchase Order Item,1701-12-30
193,Receive Goods,1702-12-30
193,Scan Invoice,1703-12-30
193,Send Purchase Order,1704-12-30
194,Book Invoice,1700-12-30
194,Create Purchase Order Item,1701-12-30
194,Receive Goods,1702-12-30
194,Receive Order Confirmation,1703-12-30
194,Scan Invoice,1704-12-30
194,Send Purchase Order,1705-12-30
195,Book Invoice,1700-12-30
195,Create Purchase Order Item,1701-12-30
195,Receive Goods,1702-12-30
195,Receive Order Confirmation,1703-12-30
195,Scan Invoice,1704-12-30
195,Send Purchase Order,1705-12-30
196,Book Invoice,1700-12-30
196,Create Purchase Order Item,1701-12-30
196,Dun Order Confirmation,1702-12-30
196,Receive Goods,1703-12-30
196,Receive Order Confirmation,1704-12-30
196,Scan Invoice,1705-12-30
196,Send Purchase Order,1706-12-30
197,Book Invoice,1700-12-30
197,Create Purchase Order Item,1701-12-30
197,Dun Order Confirmation,1702-12-30
197,Receive Goods,1703-12-30
197,Receive Order Confirmation,1704-12-30
197,Scan Invoice,1705-12-30
197,Send Purchase Order,1706-12-30
198,Book Invoice,1700-12-30
198,Create Purchase Order Item,1701-12-30
198,Receive Goods,1702-12-30
198,Remove Payment Block,1703-12-30
198,Scan Invoice,1704-12-30
198,Send Purchase Order,1705-12-30
198,Set Payment Block,1706-12-30
199,Book Invoice,1700-12-30
199,Create Purchase Order Item,1701-12-30
199,Receive Goods,1702-12-30
199,Scan Invoice,1703-12-30
199,Send Purchase Order,1704-12-30
199,Send Purchase Order Update,1705-12-30
200,Book Invoice,1700-12-30
200,Change Currency,1701-12-30
200,Create Purchase Order Item,1702-12-30
200,Receive Goods,1703-12-30
200,Scan Invoice,1704-12-30
200,Send Purchase Order,1705-12-30
201,Create Purchase Order Item,1700-12-30
201,Delete Purchase Order Item,1701-12-30
201,Send Purchase Order,1702-12-30
202,Block Purchase Order Item,1700-12-30
202,Create Purchase Order Item,1701-12-30
202,Send Purchase Order,1702-12-30
203,Block Purchase Order Item,1700-12-30
203,Book Invoice,1701-12-30
203,Create Purchase Order Item,1702-12-30
203,Receive Goods,1703-12-30
203,Release Purchase Order,1704-12-30
203,Scan Invoice,1705-12-30
203,Send Purchase Order,1706-12-30
204,Create Purchase Order Item,1700-12-30
204,Refuse Purchase Order Item,1701-12-30
205,Book Invoice,1700-12-30
205,Create Purchase Order Item,1701-12-30
205,Receive Goods,1702-12-30
205,Scan Invoice,1703-12-30
205,Send Purchase Order,1704-12-30
206,Book Invoice,1700-12-30
206,Create Purchase Order Item,1701-12-30
206,Receive Goods,1702-12-30
206,Scan Invoice,1703-12-30
206,Send Purchase Order,1704-12-30
207,Book Invoice,1700-12-30
207,Create Purchase Order Item,1701-12-30
207,Receive Goods,1702-12-30
207,Scan Invoice,1703-12-30
207,Send Purchase Order,1704-12-30
208,Book Invoice,1700-12-30
208,Create Purchase Order Item,1701-12-30
208,Receive Goods,1702-12-30
208,Scan Invoice,1703-12-30
208,Send Purchase Order,1704-12-30
209,Book Invoice,1700-12-30
209,Create Purchase Order Item,1701-12-30
209,Receive Goods,1702-12-30
209,Scan Invoice,1703-12-30
209,Send Purchase Order,1704-12-30
210,Book Invoice,1700-12-30
210,Create Purchase Order Item,1701-12-30
210,Receive Goods,1702-12-30
210,Scan Invoice,1703-12-30
210,Send Purchase Order,1704-12-30
211,Book Invoice,1700-12-30
211,Create Purchase Order Item,1701-12-30
211,Receive Goods,1702-12-30
211,Scan Invoice,1703-12-30
211,Send Purchase Order,1704-12-30
212,Book Invoice,1700-12-30
212,Create Purchase Order Item,1701-12-30
212,Receive Goods,1702-12-30
212,Scan Invoice,1703-12-30
212,Send Purchase Order,1704-12-30
213,Book Invoice,1700-12-30
213,Create Purchase Order Item,1701-12-30
213,Receive Goods,1702-12-30
213,Scan Invoice,1703-12-30
213,Send Purchase Order,1704-12-30
214,Book Invoice,1700-12-30
214,Create Purchase Order Item,1701-12-30
214,Receive Goods,1702-12-30
214,Scan Invoice,1703-12-30
214,Send Purchase Order,1704-12-30
215,Book Invoice,1700-12-30
215,Create Purchase Order Item,1701-12-30
215,Receive Goods,1702-12-30
215,Scan Invoice,1703-12-30
215,Send Purchase Order,1704-12-30
216,Book Invoice,1700-12-30
216,Create Purchase Order Item,1701-12-30
216,Receive Goods,1702-12-30
216,Scan Invoice,1703-12-30
216,Send Purchase Order,1704-12-30
217,Book Invoice,1700-12-30
217,Create Purchase Order Item,1701-12-30
217,Receive Goods,1702-12-30
217,Scan Invoice,1703-12-30
217,Send Purchase Order,1704-12-30
218,Book Invoice,1700-12-30
218,Create Purchase Order Item,1701-12-30
218,Receive Goods,1702-12-30
218,Scan Invoice,1703-12-30
218,Send Purchase Order,1704-12-30
219,Book Invoice,1700-12-30
219,Create Purchase Order Item,1701-12-30
219,Receive Goods,1702-12-30
219,Scan Invoice,1703-12-30
219,Send Purchase Order,1704-12-30
220,Book Invoice,1700-12-30
220,Create Purchase Order Item,1701-12-30
220,Receive Goods,1702-12-30
220,Scan Invoice,1703-12-30
220,Send Purchase Order,1704-12-30
221,Book Invoice,1700-12-30
221,Create Purchase Order Item,1701-12-30
221,Receive Goods,1702-12-30
221,Scan Invoice,1703-12-30
221,Send Purchase Order,1704-12-30
222,Book Invoice,1700-12-30
222,Create Purchase Order Item,1701-12-30
222,Receive Goods,1702-12-30
222,Scan Invoice,1703-12-30
222,Send Purchase Order,1704-12-30
223,Book Invoice,1700-12-30
223,Create Purchase Order Item,1701-12-30
223,Receive Goods,1702-12-30
223,Scan Invoice,1703-12-30
223,Send Purchase Order,1704-12-30
224,Book Invoice,1700-12-30
224,Create Purchase Order Item,1701-12-30
224,Receive Goods,1702-12-30
224,Scan Invoice,1703-12-30
224,Send Purchase Order,1704-12-30
225,Book Invoice,1700-12-30
225,Change Price,1701-12-30
225,Create Purchase Order Item,1702-12-30
225,Receive Goods,1703-12-30
225,Scan Invoice,1704-12-30
225,Send Purchase Order,1705-12-30
226,Book Invoice,1700-12-30
226,Change Price,1701-12-30
226,Create Purchase Order Item,1702-12-30
226,Receive Goods,1703-12-30
226,Scan Invoice,1704-12-30
226,Send Purchase Order,1705-12-30
227,Book Invoice,1700-12-30
227,Change Price,1701-12-30
227,Create Purchase Order Item,1702-12-30
227,Receive Goods,1703-12-30
227,Scan Invoice,1704-12-30
227,Send Purchase Order,1705-12-30
228,Book Invoice,1700-12-30
228,Change Price,1701-12-30
228,Create Purchase Order Item,1702-12-30
228,Receive Goods,1703-12-30
228,Scan Invoice,1704-12-30
228,Send Purchase Order,1705-12-30
229,Book Invoice,1700-12-30
229,Create Purchase Order Item,1701-12-30
229,Receive Goods,1702-12-30
229,Scan Invoice,1703-12-30
229,Send Purchase Order,1704-12-30
230,Book Invoice,1700-12-30
230,Create Purchase Order Item,1701-12-30
230,Receive Goods,1702-12-30
230,Scan Invoice,1703-12-30
230,Send Purchase Order,1704-12-30
231,Book Invoice,1700-12-30
231,Create Purchase Order Item,1701-12-30
231,Receive Goods,1702-12-30
231,Scan Invoice,1703-12-30
231,Send Purchase Order,1704-12-30
232,Book Invoice,1700-12-30
232,Create Purchase Order Item,1701-12-30
232,Receive Goods,1702-12-30
232,Scan Invoice,1703-12-30
232,Send Purchase Order,1704-12-30
233,Book Invoice,1700-12-30
233,Create Purchase Order Item,1701-12-30
233,Receive Goods,1702-12-30
233,Scan Invoice,1703-12-30
233,Send Purchase Order,1704-12-30
234,Book Invoice,1700-12-30
234,Create Purchase Order Item,1701-12-30
234,Receive Goods,1702-12-30
234,Scan Invoice,1703-12-30
234,Send Purchase Order,1704-12-30
235,Book Invoice,1700-12-30
235,Create Purchase Order Item,1701-12-30
235,Receive Goods,1702-12-30
235,Receive Order Confirmation,1703-12-30
235,Scan Invoice,1704-12-30
235,Send Purchase Order,1705-12-30
236,Book Invoice,1700-12-30
236,Create Purchase Order Item,1701-12-30
236,Receive Goods,1702-12-30
236,Receive Order Confirmation,1703-12-30
236,Scan Invoice,1704-12-30
236,Send Purchase Order,1705-12-30
237,Book Invoice,1700-12-30
237,Create Purchase Order Item,1701-12-30
237,Dun Order Confirmation,1702-12-30
237,Receive Goods,1703-12-30
237,Receive Order Confirmation,1704-12-30
237,Scan Invoice,1705-12-30
237,Send Purchase Order,1706-12-30
238,Book Invoice,1700-12-30
238,Create Purchase Order Item,1701-12-30
238,Dun Order Confirmation,1702-12-30
238,Receive Goods,1703-12-30
238,Receive Order Confirmation,1704-12-30
238,Scan Invoice,1705-12-30
238,Send Purchase Order,1706-12-30
239,Book Invoice,1700-12-30
239,Create Purchase Order Item,1701-12-30
239,Receive Goods,1702-12-30
239,Remove Payment Block,1703-12-30
239,Scan Invoice,1704-12-30
239,Send Purchase Order,1705-12-30
239,Set Payment Block,1706-12-30
240,Book Invoice,1700-12-30
240,Create Purchase Order Item,1701-12-30
240,Receive Goods,1702-12-30
240,Scan Invoice,1703-12-30
240,Send Purchase Order,1704-12-30
240,Send Purchase Order Update,1705-12-30
241,Book Invoice,1700-12-30
241,Change Currency,1701-12-30
241,Create Purchase Order Item,1702-12-30
241,Receive Goods,1703-12-30
241,Scan Invoice,1704-12-30
241,Send Purchase Order,1705-12-30
242,Create Purchase Order Item,1700-12-30
242,Delete Purchase Order Item,1701-12-30
242,Send Purchase Order,1702-12-30
243,Block Purchase Order Item,1700-12-30
243,Create Purchase Order Item,1701-12-30
243,Send Purchase Order,1702-12-30
244,Block Purchase Order Item,1700-12-30
244,Book Invoice,1701-12-30
244,Create Purchase Order Item,1702-12-30
244,Receive Goods,1703-12-30
244,Release Purchase Order,1704-12-30
244,Scan Invoice,1705-12-30
244,Send Purchase Order,1706-12-30
245,Create Purchase Order Item,1700-12-30
245,Refuse Purchase Order Item,1701-12-30
246,Book Invoice,1700-12-30
246,Create Purchase Order Item,1701-12-30
246,Receive Goods,1702-12-30
246,Scan Invoice,1703-12-30
246,Send Purchase Order,1704-12-30
247,Book Invoice,1700-12-30
247,Create Purchase Order Item,1701-12-30
247,Receive Goods,1702-12-30
247,Scan Invoice,1703-12-30
247,Send Purchase Order,1704-12-30
248,Book Invoice,1700-12-30
248,Create Purchase Order Item,1701-12-30
248,Receive Goods,1702-12-30
248,Scan Invoice,1703-12-30
248,Send Purchase Order,1704-12-30
249,Book Invoice,1700-12-30
249,Create Purchase Order Item,1701-12-30
249,Receive Goods,1702-12-30
249,Scan Invoice,1703-12-30
249,Send Purchase Order,1704-12-30
250,Book Invoice,1700-12-30
250,Create Purchase Order Item,1701-12-30
250,Receive Goods,1702-12-30
250,Scan Invoice,1703-12-30
250,Send Purchase Order,1704-12-30
251,Book Invoice,1700-12-30
251,Create Purchase Order Item,1701-12-30
251,Receive Goods,1702-12-30
251,Scan Invoice,1703-12-30
251,Send Purchase Order,1704-12-30
252,Book Invoice,1700-12-30
252,Create Purchase Order Item,1701-12-30
252,Receive Goods,1702-12-30
252,Scan Invoice,1703-12-30
252,Send Purchase Order,1704-12-30
